Id,LotArea,Neighborhood,OverallQual,OverallCond,YearBuilt,Heating,FullBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,GarageCars,SaleCondition,SalePrice
715,13517,Sawyer,6,8,1976,GasA,2,3,1,6,2,Normal,130500
716,10140,NWAmes,6,5,1974,GasA,2,3,1,7,2,Normal,165000
717,10800,OldTown,7,8,1890,GasA,1,3,1,8,2,Normal,159500
718,10000,NWAmes,5,6,1973,GasA,1,3,1,5,2,Normal,157000
719,10542,NoRidge,7,5,1993,GasA,2,3,1,9,3,Normal,341000
720,9920,CollgCr,5,6,1969,GasA,1,3,1,5,1,Normal,128500
721,6563,StoneBr,8,5,1985,GasA,2,2,1,5,2,Normal,275000
722,4426,CollgCr,6,5,2004,GasA,1,1,1,3,2,Normal,143000
723,8120,NAmes,4,7,1970,GasA,1,3,1,5,2,Normal,124500
724,8172,Edwards,4,6,1954,GasA,2,4,1,7,1,Normal,135000
725,13286,Edwards,9,5,2007,GasA,2,3,1,8,3,Normal,320000
726,6960,NAmes,4,6,1970,GasA,1,3,1,5,2,Normal,120500
727,21695,Crawfor,6,9,1988,GasA,2,3,1,5,2,Normal,222000
728,7314,CollgCr,7,5,2007,GasA,2,2,1,6,2,Normal,194500
729,11475,NAmes,5,5,1958,GasA,2,4,2,9,3,Abnorml,110000
730,6240,IDOTRR,4,5,1925,GasA,1,2,1,5,2,Normal,103000
731,5389,StoneBr,8,5,1995,GasA,2,2,1,5,2,Normal,236500
732,9590,Timber,7,5,2003,GasA,2,3,1,6,2,Normal,187500
733,11404,CollgCr,7,5,1998,GasA,2,3,1,8,2,Normal,222500
734,10000,Sawyer,5,6,1961,GasA,1,3,1,6,1,Normal,131400
735,8978,Sawyer,5,5,1968,GasA,1,3,1,6,1,Family,108000
736,10800,OldTown,7,7,1914,GasW,1,2,1,6,2,Normal,163000
737,8544,NAmes,3,4,1950,GasA,2,2,2,6,2,Normal,93500
738,10463,Gilbert,8,5,2005,GasA,2,3,1,8,3,Normal,239900
739,10800,Edwards,5,5,1987,GasA,3,3,1,5,0,Alloca,179000
740,9313,CollgCr,7,5,2004,GasA,2,3,1,7,2,Normal,190000
741,9600,OldTown,5,7,1910,GasA,2,2,1,7,2,Abnorml,132000
742,6768,Sawyer,6,8,1961,GasA,1,3,1,5,1,Normal,142000
743,8450,SawyerW,7,5,2000,GasA,2,3,1,6,2,Normal,179000
744,12886,Sawyer,5,6,1963,GasA,2,3,1,6,2,Normal,175000
745,5395,StoneBr,8,5,1993,GasA,2,2,1,5,2,Normal,180000
746,8963,NWAmes,8,9,1976,GasA,3,4,1,11,2,Normal,299800
747,8795,Gilbert,7,5,2000,GasA,2,4,1,8,2,Normal,236000
748,11700,OldTown,7,7,1880,GasW,1,4,1,8,4,Normal,265979
749,10593,NoRidge,7,5,1996,GasA,2,3,1,7,2,Normal,260400
750,8405,Edwards,4,3,1945,Wall,2,4,1,9,1,Normal,98000
751,8800,OldTown,4,7,1910,GasA,1,3,1,7,0,Normal,96500
752,7750,Gilbert,7,5,2003,GasA,2,3,1,6,2,Normal,162000
753,9236,CollgCr,6,5,1997,GasA,2,3,1,6,2,Normal,217000
754,10240,NridgHt,8,5,2005,GasA,2,3,1,8,3,Normal,275500
755,7930,NAmes,6,8,1969,GasA,1,3,1,5,2,Normal,156000
756,3230,Somerst,6,5,1999,GasA,2,3,1,6,2,Normal,172500
757,10769,CollgCr,8,5,2007,GasA,2,3,1,7,2,Normal,212000
758,11616,Sawyer,6,5,1978,GasA,2,3,1,6,2,Abnorml,158900
759,2280,Somerst,7,5,1999,GasA,2,3,1,6,2,Normal,179400
760,12257,NoRidge,8,5,1995,GasA,2,4,1,9,3,Normal,290000
761,9100,NAmes,6,6,1959,GasA,1,2,1,5,1,Normal,127500
762,6911,BrkSide,5,5,1924,GasA,1,2,1,5,2,Normal,100000
763,8640,Somerst,7,5,2009,GasA,2,3,1,7,2,Normal,215200
764,9430,NoRidge,8,5,1999,GasA,2,3,1,8,3,Normal,337000
765,9549,Veenker,8,5,1995,GasA,1,2,1,6,2,Normal,270000
766,14587,Somerst,9,5,2008,GasA,2,2,1,6,2,Partial,264132
767,10421,NWAmes,7,5,1988,GasA,2,3,1,7,2,Normal,196500
768,12508,Mitchel,6,7,1940,GasA,2,4,1,7,1,Normal,160000
769,9100,CollgCr,7,5,2004,GasA,2,3,1,8,2,Normal,216837
770,53504,StoneBr,8,5,2003,GasA,3,4,1,12,3,Normal,538000
771,7252,Sawyer,5,5,1982,GasA,1,2,1,5,2,Normal,134900
772,8877,Edwards,4,5,1951,GasA,1,2,1,6,2,Normal,102000
773,7819,Edwards,6,5,1976,GasA,1,3,1,6,2,Abnorml,107000
774,10150,NAmes,5,5,1958,GasA,1,2,1,5,1,Normal,114500
775,14226,NridgHt,8,5,2006,GasA,2,3,1,9,3,Partial,395000
776,4500,Mitchel,6,5,1998,GasA,2,2,1,5,2,Normal,162000
777,11210,CollgCr,7,5,2005,GasA,2,3,1,7,3,Partial,221500
778,13350,Sawyer,5,5,1974,GasA,1,3,1,5,2,Normal,142500
779,8400,SawyerW,5,5,1977,GasA,2,4,2,10,2,Normal,144000
780,10530,Mitchel,6,5,1977,GasA,1,2,1,4,2,Normal,135000
781,7875,Gilbert,7,5,1995,GasA,2,3,1,6,2,Normal,176000
782,7153,SawyerW,6,5,1992,GasA,2,3,1,7,2,Normal,175900
783,16285,CollgCr,7,5,2001,GasA,2,3,1,6,2,Normal,187100
784,9101,Mitchel,5,6,1978,GasA,1,1,1,4,2,Normal,165500
785,6300,OldTown,6,6,1914,GasA,2,3,1,9,0,Normal,128000
786,9790,NWAmes,6,5,1967,GasA,2,3,1,7,2,Normal,161500
787,10800,OldTown,5,6,1915,GasA,2,4,1,7,1,Normal,139000
788,10142,SawyerW,7,5,2004,GasA,2,4,1,8,2,Normal,233000
789,6000,OldTown,4,7,1954,GasA,1,2,1,4,1,Normal,107900
790,12205,ClearCr,6,8,1966,GasA,2,5,1,9,2,Normal,187500
791,3182,Blmngtn,7,5,2005,GasA,2,2,1,5,2,Normal,160200
792,11333,Mitchel,6,5,1976,GasA,1,3,1,5,2,Normal,146800
793,9920,NoRidge,7,5,1996,GasA,2,3,1,8,2,Normal,269790
794,9158,Somerst,8,5,2007,GasA,2,3,1,7,2,Partial,225000
795,10832,Gilbert,7,5,1994,GasA,2,3,1,7,2,Normal,194500
796,8400,SawyerW,6,6,1980,GasA,2,3,1,7,2,Normal,171000
797,8197,Sawyer,6,5,1977,GasA,1,3,1,7,2,Normal,143500
798,7677,NAmes,5,5,1953,GasA,1,2,1,4,1,Abnorml,110000
799,13518,NridgHt,9,5,2008,GasA,3,4,1,11,3,Partial,485000
800,7200,SWISU,5,7,1937,GasA,1,3,1,7,1,Normal,175000
801,12798,ClearCr,6,5,1997,GasA,2,4,1,8,2,Normal,200000
802,4800,IDOTRR,4,7,1916,GasA,1,2,1,5,2,Normal,109900
803,8199,CollgCr,7,5,2005,GasA,2,3,1,7,2,Normal,189000
804,13891,NridgHt,9,5,2008,GasA,3,4,1,12,3,Partial,582933
805,9000,NAmes,5,5,1954,GasA,1,2,1,5,1,Family,118000
806,12274,Somerst,7,5,2008,GasA,2,3,1,6,2,Partial,227680
807,9750,NAmes,5,5,1967,GasA,2,3,1,6,1,Normal,135500
808,21384,BrkSide,5,6,1923,GasA,1,3,1,6,2,Normal,223500
809,13400,NAmes,5,5,1966,GasA,1,3,1,6,2,Normal,159950
810,8100,OldTown,5,5,1898,GasA,2,2,3,11,2,Normal,106000
811,10140,NWAmes,6,6,1974,GasA,1,3,1,5,2,Normal,181000
812,4438,CollgCr,6,5,2004,GasA,1,1,1,4,2,Normal,144500
813,8712,IDOTRR,5,5,1952,GasA,1,2,1,4,2,Alloca,55993
814,9750,NAmes,6,6,1958,GasA,1,4,1,7,1,Normal,157900
815,8248,Edwards,5,7,1918,GasW,1,3,1,7,1,Normal,116000
816,12137,CollgCr,7,5,1998,GasA,2,3,1,6,2,Normal,224900
817,11425,NAmes,5,6,1954,GasA,1,2,1,4,1,Normal,137000
818,13265,Mitchel,8,5,2002,GasA,2,3,1,7,3,Normal,271000
819,8816,ClearCr,6,7,1971,GasA,1,3,1,6,2,Normal,155000
820,6371,NridgHt,7,5,2009,GasA,2,2,1,6,2,Partial,224000
821,7226,CollgCr,7,5,2003,GasA,2,3,1,6,2,Normal,183000
822,6000,OldTown,4,4,1953,GasA,1,2,1,4,2,Normal,93000
823,12394,Gilbert,7,5,2003,GasA,2,3,1,7,2,Family,225000
824,9900,SWISU,6,7,1940,GasA,2,3,1,7,1,Normal,139500
825,11216,Somerst,8,5,2006,GasA,2,3,1,7,2,Partial,232600
826,14803,NridgHt,10,5,2007,GasA,2,2,1,7,3,Partial,385000
827,6130,BrkSide,5,6,1924,GasA,1,2,1,5,0,Normal,109500
828,8529,SawyerW,7,5,2001,GasA,2,3,1,6,2,Normal,189000
829,28698,ClearCr,5,5,1967,GasA,2,3,1,7,2,Abnorml,185000
830,2544,Somerst,7,5,2005,GasA,2,2,1,4,2,Normal,147400
831,11900,NAmes,6,5,1957,GasA,1,3,1,6,2,Normal,166000
832,3180,Somerst,7,5,2005,GasA,2,2,1,4,2,Normal,151000
833,9548,CollgCr,7,6,2003,GasA,2,3,1,7,2,Normal,237000
834,10004,NAmes,6,6,1964,GasA,1,3,1,6,2,Normal,167000
835,7875,NAmes,5,6,1961,GasA,1,3,1,6,2,Normal,139950
836,9600,Sawyer,4,7,1950,GasA,2,2,1,4,2,Normal,128000
837,8100,OldTown,5,6,1948,GasA,1,2,1,5,2,Normal,153500
838,1680,BrDale,6,5,1973,GasA,1,2,1,5,1,Normal,100000
839,9525,CollgCr,5,6,1995,GasA,1,3,1,6,1,Normal,144000
840,11767,Edwards,5,6,1946,GasA,1,3,1,6,1,Normal,130500
841,12155,SWISU,6,8,1925,GasA,2,4,1,7,1,Normal,140000
842,10440,OldTown,5,8,1904,GasA,2,3,1,8,2,Normal,157500
843,9020,NAmes,6,7,1966,GasA,1,3,1,6,2,Normal,174900
844,8000,NAmes,5,4,1961,GasA,2,6,2,10,0,Normal,141000
845,12665,OldTown,5,8,1915,GasA,1,4,1,7,3,Normal,153900
846,16647,Sawyer,5,5,1975,GasA,2,3,1,6,2,Normal,171000
847,9317,SawyerW,7,5,1993,GasA,2,3,1,7,2,Normal,213000
848,15523,CollgCr,5,6,1972,GasA,1,3,1,5,1,Normal,133500
849,45600,ClearCr,6,8,1908,GasA,3,5,1,10,2,Normal,240000
850,9600,Veenker,6,7,1976,GasA,2,3,1,7,2,Normal,187000
851,4435,CollgCr,6,5,2003,GasA,1,1,1,3,2,Normal,131500
852,3196,Blmngtn,8,5,2003,GasA,2,2,1,7,2,Normal,215000
853,7128,Crawfor,7,5,1941,GasA,2,4,1,7,1,Normal,164000
854,12095,NAmes,6,6,1964,GasA,1,3,1,7,2,Normal,158000
855,17920,Sawyer,5,4,1955,GasA,1,3,1,6,2,Abnorml,170000
856,6897,Sawyer,5,8,1962,GasA,1,3,1,6,1,Normal,127000
857,10970,CollgCr,6,6,1978,GasA,1,3,1,5,2,Normal,147000
858,8125,Gilbert,6,5,1994,GasA,2,3,1,6,2,Normal,174000
859,10400,NWAmes,7,5,1976,GasA,2,3,1,6,2,Family,152000
860,11029,NWAmes,6,7,1968,GasA,2,4,1,9,2,Normal,250000
861,7642,Crawfor,7,8,1918,GasA,1,3,1,7,1,Normal,189950
862,11625,Sawyer,5,4,1965,GasA,1,3,1,6,2,Normal,131500
863,9672,SawyerW,6,5,1984,GasA,2,3,1,6,2,Normal,152000
864,7931,NAmes,5,5,1959,GasA,1,3,1,6,1,Normal,132500
865,8640,Somerst,7,5,2007,GasA,2,3,1,6,2,Partial,250580
866,8750,NAmes,5,6,1970,GasA,1,3,1,5,2,Normal,148500
867,10656,Timber,8,5,2006,GasA,2,3,1,6,3,Partial,248900
868,6970,Sawyer,4,5,1961,GasA,1,3,1,5,2,Normal,129000
869,14762,Gilbert,5,6,1948,GasA,2,2,1,7,2,Normal,169000
870,9938,SawyerW,7,5,1993,GasA,2,3,1,8,2,Normal,236000
871,6600,NAmes,5,5,1962,GasA,1,2,1,5,1,Normal,109500
872,8750,CollgCr,6,5,1998,GasA,2,3,1,7,2,Normal,200500
873,8892,NAmes,5,7,1953,GasA,1,3,1,5,2,Normal,116000
874,12144,NAmes,5,7,1949,GasA,1,3,1,6,1,Normal,133000
875,5720,OldTown,5,6,1941,GasA,1,3,1,5,1,Abnorml,66500
876,9000,Somerst,8,5,2007,GasA,2,4,1,11,2,Partial,303477
877,25286,Mitchel,4,5,1963,GasA,1,3,1,5,2,Normal,132250
878,8834,NridgHt,9,5,2004,GasA,2,4,1,10,3,Normal,350000
879,11782,Sawyer,5,7,1961,GasA,1,3,1,6,2,Normal,148000
880,7000,CollgCr,5,8,1978,GasA,1,3,1,6,1,Normal,136500
881,7024,Edwards,5,5,2005,GasA,1,2,1,5,2,Normal,157000
882,13758,Timber,7,5,1990,GasA,2,3,1,7,2,Normal,187500
883,9636,Gilbert,6,5,1992,GasA,2,3,1,7,2,Normal,178000
884,6204,SWISU,4,5,1912,GasA,1,5,1,10,1,Normal,118500
885,7150,NAmes,5,5,1967,GasA,1,3,1,5,1,Normal,100000
886,5119,Somerst,9,5,1999,GasA,2,2,1,5,2,Abnorml,328900
887,8393,NAmes,5,5,1959,GasA,2,4,2,8,2,Family,145000
888,16466,Edwards,5,7,1955,GasA,1,3,1,8,1,Normal,135500
889,15865,NAmes,8,6,1970,GasA,2,4,1,8,2,Normal,268000
890,12160,NAmes,6,4,1953,GasA,1,2,1,6,2,Normal,149500
891,8064,NAmes,5,7,1949,GasA,1,3,1,6,2,Normal,122900
892,11184,Sawyer,6,5,1978,GasA,2,3,1,7,2,Normal,172500
893,8414,Sawyer,6,8,1963,GasA,1,3,1,6,1,Normal,154500
894,13284,Sawyer,5,5,1954,GasA,1,3,1,6,1,Normal,165000
895,7018,SawyerW,5,5,1979,GasA,2,4,2,8,2,Alloca,118858
896,7056,NAmes,6,5,1963,GasA,1,4,1,8,2,Normal,140000
897,8765,IDOTRR,4,6,1936,GasA,1,2,1,6,1,Abnorml,106500
898,7018,SawyerW,5,5,1979,GasA,2,6,2,12,2,Alloca,142953
899,12919,NridgHt,9,5,2009,GasA,2,2,1,11,3,Partial,611657
900,6993,Sawyer,5,7,1961,GasA,1,3,1,6,1,Normal,135000
901,7340,NAmes,4,6,1971,GasA,1,2,1,4,1,Normal,110000
902,8712,NAmes,5,7,1957,GasA,1,2,1,5,1,Normal,153000
903,7875,Gilbert,7,5,2003,GasA,2,3,1,8,2,Normal,180000
904,14859,Gilbert,7,5,2006,GasA,2,3,1,7,3,Partial,240000
905,6173,Sawyer,5,6,1967,GasA,1,3,1,6,1,Normal,125500
906,9920,NAmes,5,5,1954,GasA,1,3,1,6,1,Normal,128000
907,13501,Somerst,8,5,2006,GasA,2,3,1,8,3,Normal,255000
908,11500,Crawfor,7,7,1936,GasA,1,3,1,6,1,Normal,250000
909,8885,Mitchel,5,5,1983,GasA,1,2,1,5,2,Normal,131000
910,12589,Gilbert,6,5,2005,GasA,2,3,1,8,2,Normal,174000
911,11600,NAmes,5,5,1960,GasA,2,5,2,12,2,Normal,154300
912,9286,CollgCr,5,7,1977,GasA,1,3,1,5,1,Normal,143500
913,6120,BrkSide,5,7,1925,GasA,1,3,1,6,1,Abnorml,88000
914,6270,Crawfor,5,6,1949,GasA,2,4,2,8,3,Normal,145000
915,3000,Somerst,6,5,2009,GasA,2,2,1,4,2,Partial,173733
916,2001,MeadowV,4,5,1970,GasA,1,3,1,6,1,Normal,75000
917,9000,IDOTRR,2,3,1949,GasA,0,1,1,4,1,Abnorml,35311
918,17140,Edwards,4,6,1956,GasA,1,3,1,6,1,Normal,135000
919,13125,SawyerW,7,5,1991,GasA,2,4,1,8,3,Normal,238000
920,11029,NAmes,6,8,1958,GasA,1,3,1,6,2,Normal,176500
921,8462,SawyerW,6,5,1994,GasA,2,3,1,7,2,Normal,201000
922,8777,Edwards,5,7,1900,GasA,2,4,2,9,0,Normal,145900
923,10237,Gilbert,6,5,2005,GasA,2,3,1,6,2,Partial,169990
924,8012,SawyerW,6,5,1993,GasA,2,2,1,5,2,Normal,193000
925,10240,NWAmes,6,6,1980,GasA,2,3,1,7,2,Normal,207500
926,15611,NWAmes,5,6,1977,GasA,2,3,1,6,2,Abnorml,175000
927,11999,NridgHt,8,5,2003,GasA,2,4,1,10,3,Normal,285000
928,9900,NWAmes,7,5,1968,GasA,2,4,1,9,2,Normal,176000
929,11838,CollgCr,8,5,2001,GasA,2,3,1,7,2,Normal,236500
930,13006,Gilbert,7,5,1997,GasA,2,4,1,8,2,Normal,222000
931,8925,Timber,8,5,2007,GasA,2,3,1,7,3,Normal,201000
932,9100,NAmes,5,6,1965,GasA,1,2,1,5,1,Normal,117500
933,11670,Somerst,9,5,2006,GasA,2,3,1,8,3,Normal,320000
934,8487,CollgCr,7,5,2004,GasA,2,3,1,6,2,Normal,190000
935,27650,NAmes,7,7,1960,GasA,2,4,1,9,2,Normal,242000
936,5825,BrkSide,4,5,1926,GasA,1,1,1,5,2,Normal,79900
937,10083,SawyerW,7,5,2003,GasA,2,2,1,5,2,Normal,184900
938,9675,Somerst,7,5,2005,GasA,2,3,1,8,2,Normal,253000
939,8760,CollgCr,7,5,2006,GasA,2,3,1,7,3,Partial,239799
940,24090,ClearCr,7,7,1940,GasA,2,4,1,10,1,Normal,244400
941,12640,Mitchel,6,5,1976,GasA,2,4,2,8,2,Normal,150900
942,8755,Gilbert,7,5,1999,GasA,2,3,1,8,2,Normal,214000
943,7711,Edwards,4,3,1977,GasA,2,4,2,8,0,Abnorml,150000
944,25000,Mitchel,5,4,1967,GasA,2,4,2,8,2,Normal,143000
945,14375,Timber,6,6,1958,GasA,1,3,1,7,2,Abnorml,137500
946,8820,OldTown,5,6,1890,GasA,1,2,1,7,2,Normal,124900
947,8163,NAmes,5,6,1959,GasA,1,3,1,6,1,Normal,143000
948,14536,Timber,8,5,2002,GasA,2,3,1,9,3,Normal,270000
949,14006,CollgCr,7,5,2002,GasA,2,3,1,7,2,Normal,192500
950,9360,NWAmes,6,7,1972,GasA,1,3,1,5,2,Normal,197500
951,7200,NAmes,5,8,1950,GasA,1,3,1,5,2,Normal,129000
952,7800,SawyerW,5,5,1965,GasA,1,3,1,6,1,Abnorml,119900
953,7200,CollgCr,5,8,1972,GasA,1,2,1,5,1,Normal,133900
954,11075,Mitchel,5,4,1969,GasA,2,4,1,7,2,Normal,172000
955,9400,Edwards,6,5,1975,GasA,2,4,0,4,0,AdjLand,127500
956,7136,Crawfor,6,6,1946,GasA,2,4,2,8,2,Normal,145000
957,1300,Blueste,6,6,1980,GasA,1,2,1,5,2,Normal,124000
958,7420,Sawyer,5,5,1962,GasA,1,3,1,6,2,Normal,132000
959,8450,CollgCr,7,5,2003,GasA,2,3,1,6,2,Normal,185000
960,2572,Somerst,7,5,1999,GasA,2,3,1,6,2,Normal,155000
961,7207,BrkSide,5,7,1958,GasA,1,2,1,4,0,Normal,116500
962,12227,NWAmes,6,7,1977,GasA,2,4,1,11,2,Normal,272000
963,2308,NPkVill,6,6,1976,GasA,2,3,1,7,2,Normal,155000
964,11923,CollgCr,9,5,2007,GasA,2,2,1,7,2,Normal,239000
965,11316,Timber,7,5,2002,GasA,2,4,1,8,2,Normal,214900
966,10237,Gilbert,6,5,2005,GasA,2,3,1,8,2,Partial,178900
967,9600,Crawfor,5,7,1940,GasA,1,2,1,7,1,Normal,160000
968,7390,NAmes,5,7,1955,GasA,1,3,1,6,1,Normal,135000
969,5925,OldTown,3,6,1910,Grav,1,2,1,6,0,Abnorml,37900
970,10382,NAmes,6,5,1958,GasA,1,2,1,6,1,Normal,140000
971,10800,NAmes,4,4,1949,GasA,1,4,1,6,0,Abnorml,135000
972,2268,NridgHt,7,5,2003,GasA,2,2,1,6,2,Normal,173000
973,7892,SawyerW,6,5,1979,GasA,2,2,1,5,1,Normal,99500
974,11639,Somerst,7,5,2007,GasA,2,3,1,6,2,Partial,182000
975,11414,BrkSide,7,8,1910,GasA,1,3,1,8,2,Normal,167500
976,2651,Somerst,7,5,2000,GasA,2,3,1,6,2,Normal,165000
977,5900,BrkSide,4,7,1923,GasA,1,2,1,4,0,Normal,85500
978,4274,Somerst,7,5,2006,GasA,1,1,1,4,2,Partial,199900
979,9450,Edwards,4,5,1954,GasA,1,3,1,5,2,Abnorml,110000
980,8816,Sawyer,5,6,1963,GasA,1,3,1,5,2,Normal,139000
981,12122,NAmes,7,9,1961,GasA,1,3,1,6,2,Normal,178400
982,12203,NoRidge,8,5,1998,GasA,2,4,1,8,3,Normal,336000
983,3182,Blmngtn,7,5,2007,GasA,2,2,1,6,2,Normal,159895
984,11250,CollgCr,8,5,2002,GasA,2,4,1,9,2,Normal,255900
985,10125,Mitchel,5,5,1977,GasA,2,4,2,8,2,Normal,126000
986,10880,Edwards,5,5,1950,GasW,1,3,1,5,1,Normal,125000
987,5310,OldTown,6,8,1910,GasA,1,2,1,5,1,Normal,117000
988,10159,NridgHt,9,5,2009,GasA,2,3,1,8,3,Partial,395192
989,12046,NWAmes,6,6,1976,GasA,2,4,1,8,2,Normal,195000
990,8125,Somerst,7,5,2006,GasA,2,3,1,6,2,Partial,197000
991,9452,NoRidge,8,5,1997,GasA,2,3,1,7,3,Normal,348000
992,17671,OldTown,8,9,1882,GasA,1,4,1,8,2,Normal,168000
993,9760,NAmes,6,8,1964,GasA,2,3,1,7,2,Normal,187000
994,8846,CollgCr,6,5,2005,GasA,2,3,1,6,2,Partial,173900
995,12456,NridgHt,10,5,2006,GasA,2,3,1,7,3,Normal,337500
996,4712,BrkSide,4,7,1946,GasA,1,3,1,5,1,Abnorml,121600
997,10659,NAmes,5,6,1961,GasA,1,3,1,6,1,Normal,136500
998,11717,NWAmes,6,6,1970,GasA,2,2,1,6,2,Normal,185000
999,9786,IDOTRR,3,4,1922,GasA,1,3,1,6,1,Normal,91000
1000,6762,CollgCr,7,5,2006,GasA,2,2,1,6,2,Normal,206000
1001,10206,Edwards,3,3,1952,GasW,1,2,1,4,2,Normal,82000
1002,5400,OldTown,5,6,1920,GasA,1,2,1,4,1,Abnorml,86000
1003,11957,Somerst,8,5,2006,GasA,2,3,1,7,3,Normal,232000
1004,11500,NWAmes,5,6,1976,GasA,2,4,2,8,2,Normal,136905
1005,3182,Blmngtn,7,5,2005,GasA,2,1,1,7,2,Normal,181000
1006,8385,CollgCr,5,8,1977,GasA,2,3,1,6,1,Normal,149900
1007,12155,NAmes,6,3,1970,GasA,2,3,1,7,2,Normal,163500
1008,2217,MeadowV,4,4,1970,GasA,1,3,1,6,1,Normal,88000
1009,12118,Mitchel,7,5,2004,GasA,2,3,1,7,2,Normal,240000
1010,6000,SWISU,5,5,1926,GasA,2,4,1,7,0,Normal,102000
1011,21286,Sawyer,5,5,1948,GasA,2,4,1,7,1,Normal,135000
1012,9825,Edwards,5,5,1965,GasA,2,4,2,8,0,Normal,100000
1013,10592,Crawfor,6,7,1923,GasA,1,3,1,7,1,Normal,165000
1014,7200,OldTown,5,4,1910,GasW,1,2,1,4,1,Normal,85000
1015,11664,NAmes,6,5,1948,GasA,1,2,1,5,1,Normal,119200
1016,8400,NWAmes,8,6,2001,GasA,2,3,1,6,2,Normal,227000
1017,11883,CollgCr,7,5,1996,GasA,2,3,1,6,2,Normal,203000
1018,5814,StoneBr,8,5,1984,GasA,1,1,1,4,2,Abnorml,187500
1019,10784,Gilbert,7,5,1991,GasA,2,3,1,7,2,Normal,160000
1020,3013,Blmngtn,7,5,2005,GasA,2,2,1,6,2,Normal,213490
1021,7024,Edwards,4,5,2005,GasA,1,2,1,5,2,Normal,176000
1022,7406,CollgCr,7,5,2006,GasA,2,2,1,6,2,Partial,194000
1023,9439,OldTown,5,5,1930,GasA,1,2,1,6,1,Normal,87000
1024,3182,Blmngtn,7,5,2005,GasA,2,2,1,7,2,Normal,191000
1025,15498,Timber,8,6,1976,GasA,2,2,1,10,2,Abnorml,287000
1026,7700,CollgCr,5,5,1972,GasA,1,3,1,5,2,Normal,112500
1027,9300,NAmes,5,5,1960,GasA,1,3,1,6,2,Normal,167500
1028,9520,Timber,8,5,2007,GasA,2,3,1,7,3,Partial,293077
1029,9492,NAmes,5,5,1941,GasA,1,3,1,6,1,Normal,105000
1030,1680,BrDale,6,7,1972,GasA,1,3,1,7,1,Normal,118000
1031,7082,SWISU,5,8,1916,GasA,2,5,2,10,0,Normal,160000
1032,15863,SWISU,7,3,1920,GasA,2,5,1,12,2,Normal,197000
1033,14541,NoRidge,8,7,1993,GasA,2,5,1,10,3,Abnorml,310000
1034,8125,CollgCr,7,5,2002,GasA,2,3,1,6,3,Normal,230000
1035,6305,Crawfor,5,7,1938,GasA,1,2,1,5,1,Normal,119750
1036,11500,Edwards,4,3,1957,GasA,1,3,1,5,1,Normal,84000
1037,12898,Timber,9,5,2007,GasA,2,2,1,6,3,Normal,315500
1038,9240,CollgCr,8,5,2001,GasA,2,3,1,7,2,Normal,287000
1039,1533,MeadowV,4,6,1970,GasA,1,3,1,6,0,Normal,97000
1040,1477,MeadowV,4,4,1970,GasA,1,1,1,3,1,Normal,80000
1041,13125,Sawyer,5,4,1957,GasA,2,3,1,8,2,Normal,155000
1042,9130,NWAmes,6,8,1966,GasA,1,4,1,7,2,Normal,173000
1043,5381,NridgHt,6,5,2005,GasA,2,1,1,5,2,Normal,196000
1044,11839,SawyerW,7,5,1990,GasA,2,4,1,10,2,Normal,262280
1045,9600,NWAmes,8,5,1981,GasA,2,4,1,9,2,Normal,278000
1046,13680,Edwards,3,5,1955,GasA,2,4,1,8,2,Normal,139600
1047,16056,StoneBr,9,5,2005,GasA,3,4,1,11,3,Partial,556581
1048,9245,CollgCr,5,5,1994,GasA,1,3,1,5,2,Normal,145000
1049,21750,Mitchel,5,4,1960,GasA,1,3,1,9,2,Normal,115000
1050,11100,Edwards,4,7,1946,GasA,1,2,1,6,1,Abnorml,84900
1051,8993,Gilbert,7,5,2007,GasA,2,3,1,6,2,Partial,176485
1052,11175,CollgCr,7,5,2007,GasA,2,3,1,6,2,Partial,200141
1053,9500,NAmes,6,6,1964,GasA,1,4,1,9,2,Normal,165000
1054,8562,Edwards,5,6,1957,GasA,1,4,1,7,1,Normal,144500
1055,11367,CollgCr,8,5,2002,GasA,2,3,1,7,2,Normal,255000
1056,11361,NWAmes,6,5,1976,GasA,2,3,1,7,2,Abnorml,180000
1057,7052,NridgHt,7,5,2005,GasA,2,2,1,6,2,Normal,185850
1058,29959,NoRidge,7,6,1994,GasA,2,3,1,7,2,Normal,248000
1059,11308,NridgHt,9,5,2008,GasA,2,3,1,10,3,Normal,335000
1060,11275,Crawfor,6,7,1932,GasA,1,3,1,7,2,Normal,220000
1061,4920,StoneBr,8,5,2001,GasA,2,2,1,6,2,Normal,213500
1062,18000,IDOTRR,3,4,1935,GasA,1,2,1,6,3,Normal,81000
1063,13600,OldTown,5,5,1900,GasA,2,5,2,10,2,Normal,90000
1064,6000,OldTown,6,6,1925,GasA,1,2,1,5,2,Normal,110500
1065,11000,NAmes,5,6,1966,GasA,1,3,1,6,2,Normal,154000
1066,14000,ClearCr,7,5,1996,GasA,2,3,1,7,2,Normal,328000
1067,7837,Gilbert,6,7,1993,GasA,2,3,1,7,2,Normal,178000
1068,9760,NAmes,6,6,1964,GasA,1,4,1,7,2,Normal,167900
1069,3964,MeadowV,6,4,1973,GasA,2,5,1,10,2,Normal,151400
1070,9600,NAmes,5,7,1949,GasA,1,2,1,4,2,Normal,135000
